LogIncome,DistanceToWork,ModeOfTransportation
10.9384405343767,0.62457070354219,bus
11.3406887159038,0.728242423153538,subway
10.5636492921649,0.498170315267308,subway
10.9462269381383,0.849828294959274,subway
10.0951959475893,0.190918203621887,subway
11.4341049084426,0.124143787222168,car
8.67172225351945,0.00279042132911189,bus
9.94288192658711,0.152952789981843,bus
10.6900535740204,0.534160824643418,subway
11.0396409298101,0.510633605136478,subway
11.5457714385983,0.38521587987977,car
11.251295340625,0.310596453716413,bus
9.98672712537262,0.00355544745321035,bus
10.4285289914287,0.815242445313671,bus
11.4302553228813,0.638418458166358,subway
11.2056364304814,0.448339380701919,bus
11.1700257893951,0.244085770261907,bus
10.7332554278992,0.803385085996905,car
11.5718465223828,0.823970887228072,subway
10.4943375162723,0.852190649398636,subway
10.846229623287,0.467251755433503,car
10.6536469784029,0.97069897317612,subway
7.52847127477962,0.841244015022289,subway
8.63206008714689,0.0785482063545127,bus
11.1201924574061,0.237598887672087,bus
10.9732298784073,0.817570881268703,subway
11.2381349860465,0.405828714806259,car
11.1050337145121,0.466312220637624,car
11.3927352148615,0.951536218081585,subway
11.3859605552259,0.965005305843558,car
11.0693428724842,0.765284866775821,car
9.85863493587539,0.574533590173997,bus
11.1082571904667,0.915925025450221,subway
9.84579120512079,0.49543240879036,subway
11.3864301770747,0.166012377080293,car
10.8718961412563,0.325997669971674,bus
10.5986946697145,0.296436106009726,bus
8.73087739701838,0.558298491530906,subway
10.3504697804493,0.0674768030510901,bus
10.1954572203349,0.0689778462108583,bus
11.4544155297298,0.166784582313363,bus
11.826316117053,0.947438262628722,subway
10.0020714347533,0.811088417621082,subway
11.2279552781232,0.710455692980488,subway
10.370221972539,0.970245561677518,car
10.3154305688581,0.998426789341871,bus
11.2398457993492,0.987454806749042,car
10.7103210574269,0.150086578018891,subway
10.4063837051103,0.958478804453122,subway
11.7500876834356,0.53045904923442,car
10.3779298286834,0.0740865173899161,bus
11.1652658206134,0.311820903915726,subway
10.313349314846,0.895170779995606,subway
11.3306362771261,0.834768311582722,car
11.2840683195494,0.00234875567974879,car
10.5414394852436,0.64020984616491,subway
10.9494064752471,0.803182575087435,subway
9.5945578723875,0.245130755184197,bus
10.2492816336451,0.0641222317658926,bus
11.0858892539334,0.263148319353776,car
10.708793247691,0.102720361262892,bus
8.83150489124758,0.483719024833911,subway
11.8489644004122,0.41888446265122,subway
10.2617137515719,0.381289008027337,subway
10.3871504660608,0.886765115012407,car
11.2787398886078,0.420557514837392,bus
10.5569791115325,0.283847869017151,bus
10.4497392470203,0.0481811440107028,bus
10.3792753529286,0.219165982554382,car
9.72959905744702,0.23917601408698,subway
10.1390940384297,0.02925848703723,bus
11.009188233104,0.702310918358637,car
10.9452115698602,0.00763555477239597,car
11.0824993568256,0.610920680279354,subway
10.7158912594081,0.408089537451172,car
11.2626659079596,0.248946674813356,subway
11.2447866175726,0.652459724145901,car
11.635709575958,0.320277088369962,car
10.2538593948257,0.103672124495835,car
11.2524353870043,0.535564894512648,bus
10.5801005288241,0.164870242477034,car
10.3891881282769,0.883438702353724,bus
10.6438983916897,0.666457012048093,car
10.2628393094245,0.847742491914359,car
11.1498853535403,0.762661063721127,subway
11.4616758609371,0.807013774619851,subway
11.5176290531772,0.632952443655251,car
10.8581107195131,0.710427307863708,subway
10.7613499537968,0.688663539117781,subway
9.64240869489299,0.320947861137131,subway
10.1100353546472,0.531648494500774,subway
11.5644292154441,0.873193957609839,subway
11.1864824745818,0.0545396739097971,subway
10.3851712963757,0.500400775515181,subway
10.0583085745907,0.432763214528361,bus
11.3275079973944,0.904282491633212,subway
10.5279691321643,0.630183351426678,subway
10.6087742898216,0.983036222076956,subway
10.2472055934002,0.585200339522547,subway
10.6828018180542,0.840636517595249,subway
10.8738449451721,0.468813780579663,subway
10.098885823468,0.545222329693841,subway
10.4568599752317,0.17910412094158,bus
9.83385933651484,0.634461696770441,subway
9.27331436419854,0.96295877536838,bus
10.4837674752819,0.534013751451731,subway
11.553835186389,0.479614252288398,subway
10.9989119120154,0.793666083025936,car
11.309202152764,0.0927137188642948,car
11.0526344446104,0.880799542861342,car
9.79855991486277,0.00387353551348724,bus
10.5598704059703,0.511529092199426,subway
10.873649793729,0.678463634320796,subway
10.8102821131865,0.565747646843948,bus
11.225312698544,0.478458646745197,car
11.0289157087272,0.320512844148039,car
10.8955748826382,0.601579798458235,car
10.5393710874837,0.913152742372502,subway
11.2014088743208,0.68251781671711,bus
11.4623985978106,0.946733471115376,car
10.8981908858653,0.0990890086376651,car
11.1223566338842,0.511028924158354,car
11.4121430868698,0.11012834018281,car
11.1870086927341,0.545261877330557,car
11.3653198353538,0.688785898972834,subway
10.8473078908856,0.147416988338171,bus
9.82389674885398,0.77756103760802,car
10.6826907088765,0.39905123310678,subway
10.5708532302208,0.898299948178677,car
10.9425030288709,0.30704387392557,subway
11.9822351241305,0.0610511462357189,subway
10.1412539451023,0.219471144449904,subway
10.8593554270262,0.0828329370324061,car
10.8492215875049,0.950395335131906,subway
11.7066740668116,0.0163706608566853,subway
10.4219969337058,0.114668433182841,bus
10.6559452493107,0.0124099459694967,subway
10.6396063910707,0.216227329276232,bus
11.0577579287297,0.011427528814081,car
9.94058816352352,0.64244926558009,bus
10.9234827902784,0.516990939531608,subway
11.0694252934122,0.245542144387298,car
11.1628061650327,0.193747340053374,bus
11.0886866011125,0.0908705781480208,car
10.2110023564438,0.368441665384023,subway
10.0601301001563,0.00779291063747434,subway
10.7428880862482,0.602701319215812,subway
10.9907959232675,0.478854744051061,subway
11.0349867443079,0.308117688829788,subway
11.4516696957097,0.744444447627629,subway
11.1846287316382,0.839349277568775,subway
10.0947768944985,0.262431920229879,bus
11.7195497853891,0.514238061322073,subway
10.6837862265209,0.4467741275926,car
11.7099631925249,0.341211145567738,car
11.5745045023309,0.839141805139886,subway
11.5601399927809,0.982492501505978,subway
11.0751154389074,0.626464501073332,car
11.3080683798254,0.181275170605328,subway
8.76626616467244,0.123017016857453,bus
11.6191297549103,0.579968709639967,subway
10.9582918844902,0.328535803427897,car
10.8971898730266,0.26818637266786,car
10.050659027959,0.550239103808507,bus
10.4358199849236,0.180516896172902,bus
9.83657969578411,0.678491869414882,bus
10.7680423388283,0.0556884902568199,bus
10.7128763897383,0.0340571844812154,bus
11.0919297637442,0.286518454768013,subway
11.0567310860803,0.0773900470329255,bus
11.3181219731817,0.900572290255528,subway
11.4025193933351,0.846605947069211,subway
11.0803187766384,0.395698472582128,car
11.4905414014678,0.169215265314684,car
10.9172671718072,0.43045231333246,car
10.5469092564317,0.41621813688281,subway
11.3315485204455,0.728763483255897,subway
10.154002486961,0.406473678914791,subway
8.93875825136913,0.95180745705255,subway
10.9974344760878,0.911985020914832,subway
11.432212540806,0.95141431651076,subway
10.7953686747765,0.346001202788865,bus
11.3748742173595,0.290244208783556,car
9.77266759532064,0.886700762839575,subway
11.2684498115837,0.210030796707028,bus
11.4409337742811,0.130876547760118,car
11.3179623706242,0.520515887325233,car
9.62977434578976,0.905462749730804,car
11.0950984530456,0.402530235597016,car
10.2942230897661,0.215761252172513,car
8.59793728733668,0.0787394832466347,bus
10.0864470874389,0.933059861765135,subway
10.0087849955199,0.602871560972297,subway
8.59086867698909,0.377492173215029,bus
11.7953582301592,0.664931441200008,car
10.6724052574775,0.792190264444163,car
9.71634049757719,0.333492129876999,bus
11.5959482336742,0.6926588643338,car
10.0456452179461,0.203815677165533,bus
11.3539079113187,0.958713595889891,subway
11.2065074251534,0.711832456405164,car
11.4654015149618,0.166906592124375,bus
10.6753554529917,0.442777173122209,subway
9.75778297802899,0.632993568362347,bus
11.0801999461196,0.929967171592209,subway
11.3235898039452,0.529330969397888,subway
11.2742002156923,0.626474423948033,subway
11.2809255190473,0.680818922727965,car
11.1738096498075,0.923197523158096,subway
9.43333826649324,0.152834142252458,bus
10.1123512474363,0.405720793714528,car
11.4947192789049,0.312475998842778,car
10.9589059618067,0.693898958369993,car
10.7681648522488,0.890687873398548,car
10.9286458937633,0.4906709662866,subway
11.0022540162346,0.805823509416861,subway
11.1626131226873,0.326438909311377,subway
10.0862153133564,0.549879145125724,subway
11.0943121270062,0.388784334890571,bus
11.2424494625436,0.896829007264381,car
11.5301321334687,0.676120081005331,car
11.4629609214858,0.828396948330795,car
11.2296841113956,0.110088847733172,subway
10.564473065706,0.279227334556401,car
10.9205173286946,0.767636165697467,car
9.43168653708363,0.216056596066409,subway
9.13078183290347,0.0340621281717747,bus
10.4575170905619,0.436551897742306,bus
10.3467175065303,0.936863710408633,subway
10.9971335513526,0.262088962808782,car
11.2089171900661,0.569745499842289,subway
11.0552997590989,0.359553044905957,car
11.0476264747072,0.0268386289622559,car
11.0470066553852,0.500419192257721,subway
10.272581079512,0.827014907580009,subway
11.4703287358789,0.258982420521299,subway
10.4380090960379,0.0458850066372709,bus
11.0362356108581,0.246471604097961,car
11.4434841488353,0.660732144629048,subway
9.70171880152592,0.329409691116965,car
10.6933863547943,0.659496247567225,car
11.7391399397988,0.0130041242672279,bus
10.3832841145995,0.718067856677326,car
10.0645599285095,0.391118812134764,subway
11.090976300193,0.0335052596625038,car
10.6481860219275,0.406015402500669,subway
9.38178218324214,0.716307636801179,subway
11.6213539455378,0.921336414781853,subway
10.7024413643597,0.984015743254487,car
10.2363373414585,0.983420872823396,car
11.3488003515522,0.896306092986061,subway
8.98121710549215,0.865703209612899,subway
10.3813400403648,0.800960972217418,subway
11.177428023134,0.554978851487549,car
11.482031025906,0.418872147516562,subway
11.0751812874659,0.127122506592021,bus
10.1416234686666,0.654620743083901,subway
11.2191257439928,0.863964912060124,subway
11.1065636496149,0.274598434868982,subway
9.25252291872608,0.840163937389387,subway
10.2714448534881,0.0707552442693478,bus
11.1708083707237,0.378792075061979,bus
10.1783624820838,0.26816943383197,bus
10.3177082362649,0.152921178784748,subway
11.7086286744555,0.63099957992261,car
10.498633492493,0.316374816239219,subway
9.93433343265526,0.959111852529902,subway
11.5606304364142,0.498673989242012,car
11.1543962465059,0.73860851672542,car
11.6043375407115,0.0127556688922719,bus
9.9635102664609,0.605353188516464,subway
11.2673664418736,0.576451321456248,car
9.94953977697054,0.807378820903335,subway
9.86667573628435,0.654968061518584,bus
10.5602471459192,0.878228395135494,subway
10.6246746168191,0.902372925442161,subway
9.88171092526306,0.152232856672578,bus
9.46516426117582,0.192580086806526,car
11.2987601661709,0.790975648641478,car
10.6512308326477,0.0607051042239655,subway
10.5145717746678,0.389827192453456,subway
10.9626949076622,0.299965854261437,bus
10.1004200178879,0.734179906575914,car
9.17604304055912,0.104209253757311,subway
10.0655835125048,0.792575487554153,subway
11.2427272604933,0.782728942751883,car
11.1787188957157,0.532397693218747,subway
10.9983206307278,0.253352341821251,subway
11.0607414454927,0.070954585011654,bus
11.0606632528558,0.62580333117104,subway
11.1021656044273,0.0246814701289989,car
9.23685229883772,0.0620424925095289,bus
10.7576721605439,0.129611982278315,bus
10.7678429364736,0.450614072287436,car
10.1971122849126,0.672335843922579,bus
10.4582318940129,0.856110833478116,subway
10.3668478383188,0.498445424254591,subway
10.691454762245,0.048784504036128,bus
8.77329787501071,0.313832359872792,bus
10.7795972917333,0.641631167720519,subway
11.5932677331963,0.786386643614576,car
11.5226128590385,0.289150493176199,car
9.65361293840468,0.497868010687049,bus
9.20246284407695,0.818434615976952,bus
10.3326744238086,0.595128292529225,subway
10.7640500149859,0.5364246089182,bus
11.47141405963,0.330873140619941,subway
11.0913074470098,0.411690226251413,subway
8.88778641143903,0.794006240687227,bus
9.47751559096928,0.343208220509353,subway
11.072224490316,0.462606735967318,subway
10.4132312457526,0.367823667799665,subway
11.4834147192924,0.679570619604256,subway
11.0454574845666,0.567779031870686,car
10.9949120619355,0.651776846130543,subway
11.2967100333409,0.491113748307781,subway
11.0089292368471,0.398458234911806,subway
10.2264196549906,0.477484208997986,subway
10.7582227785294,0.0665876229516056,subway
10.2283071230197,0.411028487183606,bus
10.4229502834413,0.969091958454476,subway
11.7894327939507,0.780721030890361,subway
10.3213919270455,0.729017888682995,bus
10.7110437397744,0.765650616008666,subway
10.2502839710859,0.756580803862821,bus
11.7326240671005,0.843270317045169,car
10.4073035535544,0.770156849951834,bus
9.87776962819241,0.978660928731569,subway
10.1394223740546,0.111359442553858,car
11.7034358072452,0.396076941209457,subway
10.5999887250528,0.492060650839531,car
11.5452864716282,0.258094618284834,bus
11.140597389313,0.0369662213086762,bus
10.0578446981981,0.974381323033703,subway
10.8217931241103,0.72642597902203,car
10.758488793027,0.14796483038576,bus
10.0449738972163,0.147894557371599,bus
10.9546415207103,0.704824099106688,subway
11.2140068473123,0.380993522402518,car
10.3485910787263,0.0764114441659032,car
10.8757500385708,0.410840343032633,bus
10.4019015840951,0.142990554089145,bus
10.4313217602404,0.798920120530614,subway
11.1166679428892,0.930248163138044,car
11.0117454197209,0.00471947787680982,subway
10.1448572433598,0.650040581422713,car
11.1045359681018,0.67853246105249,car
11.6258811427324,0.253622841789289,subway
11.5948889882328,0.843180912870887,car
11.6271714596971,0.293958774213842,subway
11.2311058061055,0.0268603841526058,car
10.4405073621992,0.0933071628967971,subway
10.2418185644854,0.797884972292497,subway
11.0443856487702,0.711402626220883,car
11.5895697842437,0.783406783842256,subway
10.3194990445125,0.623922644020696,subway
11.3508303831158,0.825415460073693,car
11.60777919147,0.0350225850889124,subway
11.0914837561975,0.405474972293269,car
11.2200821196722,0.249668755283506,bus
10.9001380960392,0.480896841642134,car
11.700902653389,0.880839127459738,car
10.2878558382504,0.280684817595266,bus
10.7392806666103,0.599142509308593,subway
10.7519122265539,0.02622613864761,subway
10.6692301824864,0.155198666268626,subway
10.8362708575357,0.833910870716356,subway
11.5981657180672,0.194893367249896,subway
11.5836966778572,0.829788035104075,subway
11.2388563326797,0.338074859029462,bus
10.5908173958345,0.67111654953098,car
11.3064428674156,0.0523663190627388,bus
10.4893995279234,0.734309066385156,subway
11.3299782862808,0.499481777820457,subway
10.5749784435743,0.943299937460375,subway
11.2784389806185,0.289772416367565,subway
10.3430736379187,0.376560426992884,subway
11.8749810922026,0.113755361650924,car
11.25021224617,0.964850707268855,car
10.8382639784166,0.43251156721242,car
10.2296211007705,0.0845632009931329,bus
10.7609467684692,0.716676412592981,subway
11.3118042467961,0.506787379534883,subway
12.0265416186344,0.328087741248748,bus
11.0337824800726,0.753524141094147,car
11.5572251458488,0.836005824603354,subway
10.0691176579952,0.253716352276902,car
11.4735832387146,0.53442501679032,subway
11.4375823184321,0.435165232964158,subway
11.1828178600151,0.157704145695579,bus
10.5112839244133,0.600481203671839,subway
10.1107224639804,0.937450760032403,car
11.2719284424184,0.107758578775102,car
10.2296392965284,0.899981434728875,subway
11.8419947046556,0.550464991190469,car
10.7358949818581,0.427356686821267,car
11.4378650157849,0.152380830362768,car
11.4067240444719,0.247546002513464,subway
10.1341064716084,0.447368793703639,bus
10.6049643492019,0.532783437696949,bus
10.8176179430833,0.354651134298573,subway
11.489822688435,0.773114812272379,subway
10.5655101590691,0.881681142450407,subway
11.2634019105366,0.734092093476126,car
11.4772317385279,0.406432206360085,car
11.384391296767,0.604178745602068,car
10.8798133446343,0.641105051660087,subway
10.2545366603562,0.127466836015375,car
11.0397268613644,0.496191996945931,bus
10.7657880357737,0.310469355507002,bus
11.4491591240536,0.57857446388477,subway
11.3485784074309,0.943608937038841,car
10.6531975333229,0.42693960927636,bus
11.4290286209764,0.0331284411700892,subway
9.47607274125114,0.929433878785966,subway
10.8716519301167,0.924982251332918,subway
9.82931503180574,0.358306919554313,bus
11.2164657088215,0.259989116322472,subway
11.367681900923,0.786859645603551,subway
10.816921744618,0.511582243380335,car
10.5217902885626,0.562527153389906,bus
11.2043784871635,0.684793764143528,car
8.82062661575735,0.0923965953476921,bus
11.602105373662,0.872578967039445,subway
10.1636994014914,0.942937880219704,subway
8.9685087113783,0.0965942366019155,bus
11.3444142613528,0.845882505221427,car
8.80788216103485,0.909395614856024,subway
10.7403293514949,0.0113411405597612,bus
11.1944416307669,0.523682703745454,subway
10.4799229049673,0.650345273658944,subway
11.4820359460614,0.385145350705933,subway
11.1472906505907,0.64930204945739,subway
11.3810052542324,0.762853479752345,car
10.617230055245,0.575685981383182,subway
11.3945441742328,0.631919148712233,car
11.3251862909041,0.278204003887099,subway
10.2561934318483,0.839836422799811,car
11.2162831502926,0.426834956239074,car
10.661868984302,0.631622378349663,subway
11.3573980999163,0.833466981520768,subway
11.1677962575588,0.27018546361456,bus
11.0282758860258,0.400800736172277,subway
10.9968501239194,0.554254592413654,bus
10.6591884611831,0.44386535683262,bus
11.3205195974273,0.090384122028611,subway
9.62200426324727,0.744381309987074,subway
11.4160840315846,0.0326154493029029,car
11.0125029625234,0.429742543433021,car
10.9841982617582,0.0372622794740213,subway
10.4020859951601,0.97579775303611,subway
11.8054740739251,0.522339908013089,car
11.4431936169369,0.909629978597814,subway
11.1204584600685,0.383247921340015,subway
11.5419110284988,0.884452236904782,car
10.8099192093842,0.255017609331153,bus
10.2608484325774,0.909049841942801,subway
10.7491396842957,0.894560444751255,car
11.539544152467,0.398517160990578,car
11.0236089765704,0.625020001836008,subway
11.4905697308398,0.567597286185841,car
11.5605174481703,0.894511885444997,car
10.8268630986403,0.214165803867894,bus
10.8877576894926,0.00385915886072064,car
10.8188971998574,0.88058146103171,subway
10.2066592741687,0.235121635040512,subway
9.96269031735047,0.244864622347078,bus
10.2608162865144,0.640917035139739,subway
11.4685961130826,0.304524481208468,subway
11.4569242225117,0.825620811888813,car
9.33571980005261,0.883688710947261,subway
10.8869080399194,0.945372957985459,subway
10.5701840530059,0.39079533840462,bus
10.9503705729992,0.801320064711665,subway
9.93849881868982,0.157113287977468,bus
10.5103032622614,0.625165396779904,subway
11.5479480308485,0.698985352759655,car
10.8536713774668,0.0858689331204349,bus
11.5097651973829,0.53117957278844,subway
10.3978349036264,0.888566522140567,car
10.9205076886594,0.263666008189626,subway
11.1746490061329,0.23478552530433,bus
10.9313581149039,0.839657227724237,subway
10.6832969900866,0.495540029725937,bus
10.5859193400768,0.152366366412905,subway
9.87253313217783,0.230768155809496,bus
10.4729745872149,0.657953957084698,subway
11.4074316955077,0.562948381240076,car
10.7130537644673,0.291828737648848,car
10.0325481257776,0.622304984715124,subway
10.7657718744635,0.715905408292378,subway
11.0290347229439,0.280731034080199,car
11.1260884725271,0.412273158549075,bus
10.8959676569535,0.362205713414129,subway
11.2831407608009,0.781392022002529,subway
11.1401685829837,0.135487151301981,car
10.7572101304968,0.90206951454967,subway
10.9214498679458,0.28963608587814,car
10.9725430397624,0.499557926109802,car
11.4725137748128,0.783590388178023,car
10.346117000586,0.677062062697606,subway
9.69402880611412,0.1498117300189,car
11.3868807564801,0.696619479617911,car
11.7621037097368,0.129013043122745,car
11.2550752671341,0.945946287415715,subway
11.5097332921214,0.886411849242866,car
11.0047542800717,0.51500461293742,subway
10.4362369160268,0.679408745931636,bus
11.4968450238687,0.976793357833632,subway
10.4307972502998,0.12546035664003,car
11.0962601869282,0.752243051246404,subway
10.4419891503769,0.827051909456158,subway
11.6244425433536,0.781430326910244,subway
11.2728898817383,0.190882666758224,car
11.2775333060981,0.428641340603978,car
10.4303953571868,0.0144567471162916,bus
10.7450042693394,0.325285488719696,car
9.38574103984661,0.13470202862637,bus
11.7858064442186,0.450517462084021,subway
11.0569016184499,0.572274930178577,car
11.089547586479,0.792023281983178,car
10.7703847018883,0.419736609978054,subway
11.0190364090519,0.532536544340956,bus
11.8204295089791,0.925704392028016,car
9.70606198008523,0.899081837742182,subway
11.3167972647784,0.544833398468742,car
10.7330336216229,0.901123950170368,subway
10.3640117084065,0.0518267089040074,subway
10.4104036210214,0.808602518680107,subway
10.432510488237,0.334904579377686,car
10.7453372018199,0.228683117248675,bus
11.1258083727657,0.822401807645737,car
11.5355607395388,0.348234578993427,subway
11.3869589389928,0.165470595368233,subway
10.2591596240225,0.0281335680082572,bus
8.72174611342243,0.955369765277556,subway
10.9782287286475,0.6802907117056,bus
11.4646857366181,0.860562114724664,car
10.3368399064365,0.939093515352434,bus
10.9399814061224,0.680193964448052,subway
11.0556701267905,0.917423748447434,subway
10.2933575060936,0.256691670901158,car
10.5876492369006,0.885618134429019,subway
11.0179891937104,0.920042790118182,subway
11.4498940302946,0.300063440036683,subway
10.66298817363,0.0733909466937926,car
10.728916842027,0.767398734960137,subway
11.0635828011567,0.084952215865014,subway
11.0571487769479,0.728764079592672,car
10.5762969799376,0.44788964358771,subway
10.9635175020472,0.651248663216932,subway
11.329350842344,0.169501870614945,bus
11.1021770124162,0.53144924135958,subway
10.7746521164205,0.63380085819396,subway
11.5731181665227,0.0140960041826924,subway
11.5481136008258,0.470371335231002,car
10.4280681538342,0.886325971168106,subway
10.1039360198717,0.114028435678071,bus
10.8364144104019,0.442541151650179,bus
10.8151685649541,0.659547888161553,subway
11.4615107812496,0.294772970267685,subway
11.563975832918,0.9503684015149,car
10.8596987372876,0.694286247565555,subway
10.5625032682993,0.206806527020916,subway
11.4337949229421,0.554762325956739,bus
11.7077703426021,0.879278484511919,car
10.7632981856885,0.557857690719796,subway
10.6384708478838,0.752334060151411,subway
9.72176342417744,0.894900792229508,subway
9.74360233302461,0.84184417306489,subway
10.9360914227371,0.130856682645948,subway
10.6167948819171,0.189153933851989,bus
10.9652528017503,0.153639830892556,bus
9.72092882211853,0.0289020656650996,bus
11.0149860391709,0.00908489849181371,bus
10.959635082152,0.596451741972037,car
10.9180515902103,0.609049324383808,car
10.8786291551866,0.918923432010552,subway
11.7282446274295,0.733574443373122,subway
10.7325647370438,0.301146952100848,car
11.0905604334674,0.49557447903043,car
11.501309220267,0.258163023498381,bus
11.7211218515525,0.732854363876553,car
11.0552307778119,0.116760751041515,car
9.08712000242668,0.746041563257602,bus
10.6578458312724,0.809789107094191,car
9.92558907899621,0.745233681211662,subway
10.6624625746459,0.337143314113377,subway
11.003163046412,0.584324980436338,car
10.5119560827226,0.468952104955939,bus
11.4592264451828,0.0872650344600689,bus
11.4357482397155,0.828717426160072,car
10.6075554274904,0.685944708438845,subway
10.2882370820523,0.267325055095755,subway
10.6832728252561,0.969483564592453,subway
10.5777312101209,0.183774202665835,bus
10.3307556379654,0.299940922944898,car
10.2764851521063,0.411184890688863,bus
10.7911286720223,0.236489187115421,subway
10.2765628238764,0.195055322681085,subway
10.0600844508055,0.705379279645915,subway
11.2846298543702,0.180548253665843,bus
9.95294232792593,0.522332917921855,subway
9.96835900823449,0.296171823286006,subway
10.3705797465641,0.462781888284344,subway
11.5998494085903,0.925232416679281,subway
10.6257153020656,0.215889142296026,subway
10.7726627772292,0.00100887850701248,car
10.4447394269988,0.906606243116842,car
9.9969730760042,0.680041945628298,subway
9.14599271206196,0.514951805346954,bus
11.6809553985007,0.522068881119071,subway
10.0736575058588,0.102918579221459,bus
10.7933212156487,0.996880488188375,subway
10.1687879241226,0.358968819374506,subway
11.4195012279703,0.625242598780211,car
9.72747011797687,0.393366521225294,subway
10.4594008794226,0.00766244550040407,bus
10.9892190590421,0.545284934032101,car
10.8202305579458,0.509110374446584,subway
10.5079169031977,0.246778920321399,car
10.2318561576093,0.0453952746616395,bus
10.4421031859543,0.84172974476101,car
11.5961035849909,0.048249917605632,car
10.5004806990149,0.316320497497147,subway
